protocol,case_id,question_key,rater_config,Y_0_100
rubric_assisted,DEMO_CASE_006,Q5,cfg_05,81.01
rubric_assisted,DEMO_CASE_006,Q5,cfg_06,77.21
rubric_assisted,DEMO_CASE_006,Q6,cfg_01,77.58
rubric_assisted,DEMO_CASE_006,Q6,cfg_02,46.85
rubric_assisted,DEMO_CASE_006,Q6,cfg_03,79.65
rubric_assisted,DEMO_CASE_006,Q6,cfg_04,79.81
rubric_assisted,DEMO_CASE_006,Q6,cfg_05,77.26
rubric_assisted,DEMO_CASE_006,Q6,cfg_06,38.93
rubric_assisted,DEMO_CASE_006,Q7,cfg_01,52.49
rubric_assisted,DEMO_CASE_006,Q7,cfg_02,67.81
rubric_assisted,DEMO_CASE_006,Q7,cfg_03,80.91
rubric_assisted,DEMO_CASE_006,Q7,cfg_04,68.05
rubric_assisted,DEMO_CASE_006,Q7,cfg_05,68.13
rubric_assisted,DEMO_CASE_006,Q7,cfg_06,77.78
rubric_assisted,DEMO_CASE_006,Q8,cfg_01,47.5
rubric_assisted,DEMO_CASE_006,Q8,cfg_02,37.31
rubric_assisted,DEMO_CASE_006,Q8,cfg_03,55.52
rubric_assisted,DEMO_CASE_006,Q8,cfg_04,83.17
rubric_assisted,DEMO_CASE_006,Q8,cfg_05,61.58
rubric_assisted,DEMO_CASE_006,Q8,cfg_06,79.44
rubric_assisted,DEMO_CASE_006,Q9,cfg_01,40.27
rubric_assisted,DEMO_CASE_006,Q9,cfg_02,71.28
rubric_assisted,DEMO_CASE_006,Q9,cfg_03,63.18
rubric_assisted,DEMO_CASE_006,Q9,cfg_04,63.73
rubric_assisted,DEMO_CASE_006,Q9,cfg_05,77.18
rubric_assisted,DEMO_CASE_006,Q9,cfg_06,67.41
rubric_assisted,DEMO_CASE_006,Q10,cfg_01,63.29
rubric_assisted,DEMO_CASE_006,Q10,cfg_02,70.22
rubric_assisted,DEMO_CASE_006,Q10,cfg_03,82.9
rubric_assisted,DEMO_CASE_006,Q10,cfg_04,54.95
rubric_assisted,DEMO_CASE_006,Q10,cfg_05,49.8
rubric_assisted,DEMO_CASE_006,Q10,cfg_06,62.29
rubric_assisted,DEMO_CASE_006,Q11,cfg_01,87.72
rubric_assisted,DEMO_CASE_006,Q11,cfg_02,69.23
rubric_assisted,DEMO_CASE_006,Q11,cfg_03,51.81
rubric_assisted,DEMO_CASE_006,Q11,cfg_04,66.77
rubric_assisted,DEMO_CASE_006,Q11,cfg_05,47.18
rubric_assisted,DEMO_CASE_006,Q11,cfg_06,87.87
rubric_assisted,DEMO_CASE_006,Q12,cfg_01,77.28
rubric_assisted,DEMO_CASE_006,Q12,cfg_02,49.04
rubric_assisted,DEMO_CASE_006,Q12,cfg_03,65.45
rubric_assisted,DEMO_CASE_006,Q12,cfg_04,85.17
rubric_assisted,DEMO_CASE_006,Q12,cfg_05,52.89
rubric_assisted,DEMO_CASE_006,Q12,cfg_06,59.91
rubric_assisted,DEMO_CASE_006,Q13,cfg_01,78.85
rubric_assisted,DEMO_CASE_006,Q13,cfg_02,85.93
rubric_assisted,DEMO_CASE_006,Q13,cfg_03,42.36
rubric_assisted,DEMO_CASE_006,Q13,cfg_04,88.86
rubric_assisted,DEMO_CASE_006,Q13,cfg_05,89.19
rubric_assisted,DEMO_CASE_006,Q13,cfg_06,74.03
rubric_assisted,DEMO_CASE_006,Q14,cfg_01,79.79
rubric_assisted,DEMO_CASE_006,Q14,cfg_02,52.47
rubric_assisted,DEMO_CASE_006,Q14,cfg_03,62.93
rubric_assisted,DEMO_CASE_006,Q14,cfg_04,51.57
rubric_assisted,DEMO_CASE_006,Q14,cfg_05,70.65
rubric_assisted,DEMO_CASE_006,Q14,cfg_06,58.67
rubric_assisted,DEMO_CASE_006,Q15,cfg_01,53.52
rubric_assisted,DEMO_CASE_006,Q15,cfg_02,55.81
rubric_assisted,DEMO_CASE_006,Q15,cfg_03,56.55
rubric_assisted,DEMO_CASE_006,Q15,cfg_04,53.68
rubric_assisted,DEMO_CASE_006,Q15,cfg_05,44.53
rubric_assisted,DEMO_CASE_006,Q15,cfg_06,86.58
rubric_assisted,DEMO_CASE_007,Q1,cfg_01,42.74
rubric_assisted,DEMO_CASE_007,Q1,cfg_02,38.99
rubric_assisted,DEMO_CASE_007,Q1,cfg_03,56.09
rubric_assisted,DEMO_CASE_007,Q1,cfg_04,54.9
rubric_assisted,DEMO_CASE_007,Q1,cfg_05,74.91
rubric_assisted,DEMO_CASE_007,Q1,cfg_06,70.6
rubric_assisted,DEMO_CASE_007,Q2,cfg_01,38.3
rubric_assisted,DEMO_CASE_007,Q2,cfg_02,42.97
rubric_assisted,DEMO_CASE_007,Q2,cfg_03,76.45
rubric_assisted,DEMO_CASE_007,Q2,cfg_04,65.75
rubric_assisted,DEMO_CASE_007,Q2,cfg_05,55.16
rubric_assisted,DEMO_CASE_007,Q2,cfg_06,40.82
rubric_assisted,DEMO_CASE_007,Q3,cfg_01,50.87
rubric_assisted,DEMO_CASE_007,Q3,cfg_02,64.59
rubric_assisted,DEMO_CASE_007,Q3,cfg_03,50.88
rubric_assisted,DEMO_CASE_007,Q3,cfg_04,81.79
rubric_assisted,DEMO_CASE_007,Q3,cfg_05,60.5
rubric_assisted,DEMO_CASE_007,Q3,cfg_06,40.76
rubric_assisted,DEMO_CASE_007,Q4,cfg_01,61.81
rubric_assisted,DEMO_CASE_007,Q4,cfg_02,64.19
rubric_assisted,DEMO_CASE_007,Q4,cfg_03,56.29
rubric_assisted,DEMO_CASE_007,Q4,cfg_04,73.91
rubric_assisted,DEMO_CASE_007,Q4,cfg_05,69.89
rubric_assisted,DEMO_CASE_007,Q4,cfg_06,60.17
rubric_assisted,DEMO_CASE_007,Q5,cfg_01,36.7
rubric_assisted,DEMO_CASE_007,Q5,cfg_02,81.29
rubric_assisted,DEMO_CASE_007,Q5,cfg_03,80.84
rubric_assisted,DEMO_CASE_007,Q5,cfg_04,54.31
rubric_assisted,DEMO_CASE_007,Q5,cfg_05,63.74
rubric_assisted,DEMO_CASE_007,Q5,cfg_06,62.83
rubric_assisted,DEMO_CASE_007,Q6,cfg_01,59.74
rubric_assisted,DEMO_CASE_007,Q6,cfg_02,69.49
rubric_assisted,DEMO_CASE_007,Q6,cfg_03,81.94
rubric_assisted,DEMO_CASE_007,Q6,cfg_04,49.22
rubric_assisted,DEMO_CASE_007,Q6,cfg_05,52.4
rubric_assisted,DEMO_CASE_007,Q6,cfg_06,60.8
rubric_assisted,DEMO_CASE_007,Q7,cfg_01,77.39
rubric_assisted,DEMO_CASE_007,Q7,cfg_02,75.0
rubric_assisted,DEMO_CASE_007,Q7,cfg_03,51.06
rubric_assisted,DEMO_CASE_007,Q7,cfg_04,50.94
rubric_assisted,DEMO_CASE_007,Q7,cfg_05,63.51
rubric_assisted,DEMO_CASE_007,Q7,cfg_06,67.37
rubric_assisted,DEMO_CASE_007,Q8,cfg_01,56.46
rubric_assisted,DEMO_CASE_007,Q8,cfg_02,68.61
rubric_assisted,DEMO_CASE_007,Q8,cfg_03,47.92
rubric_assisted,DEMO_CASE_007,Q8,cfg_04,79.47
rubric_assisted,DEMO_CASE_007,Q8,cfg_05,84.18
rubric_assisted,DEMO_CASE_007,Q8,cfg_06,38.96
rubric_assisted,DEMO_CASE_007,Q9,cfg_01,81.53
rubric_assisted,DEMO_CASE_007,Q9,cfg_02,60.5
rubric_assisted,DEMO_CASE_007,Q9,cfg_03,79.78
rubric_assisted,DEMO_CASE_007,Q9,cfg_04,55.27
rubric_assisted,DEMO_CASE_007,Q9,cfg_05,73.57
rubric_assisted,DEMO_CASE_007,Q9,cfg_06,67.4
rubric_assisted,DEMO_CASE_007,Q10,cfg_01,59.17
rubric_assisted,DEMO_CASE_007,Q10,cfg_02,75.1
rubric_assisted,DEMO_CASE_007,Q10,cfg_03,53.64
rubric_assisted,DEMO_CASE_007,Q10,cfg_04,63.03
rubric_assisted,DEMO_CASE_007,Q10,cfg_05,43.74
rubric_assisted,DEMO_CASE_007,Q10,cfg_06,62.96
rubric_assisted,DEMO_CASE_007,Q11,cfg_01,54.87
rubric_assisted,DEMO_CASE_007,Q11,cfg_02,45.78
rubric_assisted,DEMO_CASE_007,Q11,cfg_03,48.96
rubric_assisted,DEMO_CASE_007,Q11,cfg_04,86.73
rubric_assisted,DEMO_CASE_007,Q11,cfg_05,82.25
rubric_assisted,DEMO_CASE_007,Q11,cfg_06,48.45
rubric_assisted,DEMO_CASE_007,Q12,cfg_01,53.34
rubric_assisted,DEMO_CASE_007,Q12,cfg_02,66.51
rubric_assisted,DEMO_CASE_007,Q12,cfg_03,54.76
rubric_assisted,DEMO_CASE_007,Q12,cfg_04,65.99
rubric_assisted,DEMO_CASE_007,Q12,cfg_05,60.84
rubric_assisted,DEMO_CASE_007,Q12,cfg_06,48.41
rubric_assisted,DEMO_CASE_007,Q13,cfg_01,47.32
rubric_assisted,DEMO_CASE_007,Q13,cfg_02,79.05
rubric_assisted,DEMO_CASE_007,Q13,cfg_03,81.5
rubric_assisted,DEMO_CASE_007,Q13,cfg_04,57.08
rubric_assisted,DEMO_CASE_007,Q13,cfg_05,47.58
rubric_assisted,DEMO_CASE_007,Q13,cfg_06,83.42
rubric_assisted,DEMO_CASE_007,Q14,cfg_01,70.83
rubric_assisted,DEMO_CASE_007,Q14,cfg_02,54.46
rubric_assisted,DEMO_CASE_007,Q14,cfg_03,86.95
rubric_assisted,DEMO_CASE_007,Q14,cfg_04,51.25
rubric_assisted,DEMO_CASE_007,Q14,cfg_05,58.58
rubric_assisted,DEMO_CASE_007,Q14,cfg_06,47.88
rubric_assisted,DEMO_CASE_007,Q15,cfg_01,70.71
rubric_assisted,DEMO_CASE_007,Q15,cfg_02,45.81
rubric_assisted,DEMO_CASE_007,Q15,cfg_03,81.06
rubric_assisted,DEMO_CASE_007,Q15,cfg_04,72.48
rubric_assisted,DEMO_CASE_007,Q15,cfg_05,90.38
rubric_assisted,DEMO_CASE_007,Q15,cfg_06,46.91
rubric_assisted,DEMO_CASE_008,Q1,cfg_01,77.07
rubric_assisted,DEMO_CASE_008,Q1,cfg_02,37.1
rubric_assisted,DEMO_CASE_008,Q1,cfg_03,68.79
rubric_assisted,DEMO_CASE_008,Q1,cfg_04,64.56
rubric_assisted,DEMO_CASE_008,Q1,cfg_05,51.54
rubric_assisted,DEMO_CASE_008,Q1,cfg_06,55.04
rubric_assisted,DEMO_CASE_008,Q2,cfg_01,71.14
rubric_assisted,DEMO_CASE_008,Q2,cfg_02,79.58
rubric_assisted,DEMO_CASE_008,Q2,cfg_03,47.69
rubric_assisted,DEMO_CASE_008,Q2,cfg_04,83.6
rubric_assisted,DEMO_CASE_008,Q2,cfg_05,38.32
rubric_assisted,DEMO_CASE_008,Q2,cfg_06,61.08
rubric_assisted,DEMO_CASE_008,Q3,cfg_01,69.31
rubric_assisted,DEMO_CASE_008,Q3,cfg_02,51.28
rubric_assisted,DEMO_CASE_008,Q3,cfg_03,71.27
rubric_assisted,DEMO_CASE_008,Q3,cfg_04,81.31
rubric_assisted,DEMO_CASE_008,Q3,cfg_05,65.6
rubric_assisted,DEMO_CASE_008,Q3,cfg_06,86.0
rubric_assisted,DEMO_CASE_008,Q4,cfg_01,83.7
rubric_assisted,DEMO_CASE_008,Q4,cfg_02,74.48
rubric_assisted,DEMO_CASE_008,Q4,cfg_03,86.04
rubric_assisted,DEMO_CASE_008,Q4,cfg_04,70.24
rubric_assisted,DEMO_CASE_008,Q4,cfg_05,66.11
rubric_assisted,DEMO_CASE_008,Q4,cfg_06,80.5
rubric_assisted,DEMO_CASE_008,Q5,cfg_01,60.8
rubric_assisted,DEMO_CASE_008,Q5,cfg_02,44.98
rubric_assisted,DEMO_CASE_008,Q5,cfg_03,46.3
rubric_assisted,DEMO_CASE_008,Q5,cfg_04,69.65
rubric_assisted,DEMO_CASE_008,Q5,cfg_05,46.59
rubric_assisted,DEMO_CASE_008,Q5,cfg_06,44.9
rubric_assisted,DEMO_CASE_008,Q6,cfg_01,81.07
rubric_assisted,DEMO_CASE_008,Q6,cfg_02,84.97
rubric_assisted,DEMO_CASE_008,Q6,cfg_03,62.55
rubric_assisted,DEMO_CASE_008,Q6,cfg_04,45.23
rubric_assisted,DEMO_CASE_008,Q6,cfg_05,78.14
rubric_assisted,DEMO_CASE_008,Q6,cfg_06,53.42
rubric_assisted,DEMO_CASE_008,Q7,cfg_01,50.99
rubric_assisted,DEMO_CASE_008,Q7,cfg_02,71.55
rubric_assisted,DEMO_CASE_008,Q7,cfg_03,75.46
rubric_assisted,DEMO_CASE_008,Q7,cfg_04,53.7
rubric_assisted,DEMO_CASE_008,Q7,cfg_05,82.59
rubric_assisted,DEMO_CASE_008,Q7,cfg_06,83.54
rubric_assisted,DEMO_CASE_008,Q8,cfg_01,43.53
rubric_assisted,DEMO_CASE_008,Q8,cfg_02,49.34
rubric_assisted,DEMO_CASE_008,Q8,cfg_03,63.11
rubric_assisted,DEMO_CASE_008,Q8,cfg_04,51.97
rubric_assisted,DEMO_CASE_008,Q8,cfg_05,48.13
rubric_assisted,DEMO_CASE_008,Q8,cfg_06,42.84
rubric_assisted,DEMO_CASE_008,Q9,cfg_01,44.16
rubric_assisted,DEMO_CASE_008,Q9,cfg_02,68.2
rubric_assisted,DEMO_CASE_008,Q9,cfg_03,51.75
rubric_assisted,DEMO_CASE_008,Q9,cfg_04,75.16
rubric_assisted,DEMO_CASE_008,Q9,cfg_05,84.08
rubric_assisted,DEMO_CASE_008,Q9,cfg_06,39.89
rubric_assisted,DEMO_CASE_008,Q10,cfg_01,70.53
rubric_assisted,DEMO_CASE_008,Q10,cfg_02,45.82
rubric_assisted,DEMO_CASE_008,Q10,cfg_03,62.97
rubric_assisted,DEMO_CASE_008,Q10,cfg_04,60.06
rubric_assisted,DEMO_CASE_008,Q10,cfg_05,86.44
rubric_assisted,DEMO_CASE_008,Q10,cfg_06,82.0
rubric_assisted,DEMO_CASE_008,Q11,cfg_01,56.55
rubric_assisted,DEMO_CASE_008,Q11,cfg_02,52.43
rubric_assisted,DEMO_CASE_008,Q11,cfg_03,58.89
rubric_assisted,DEMO_CASE_008,Q11,cfg_04,72.98
rubric_assisted,DEMO_CASE_008,Q11,cfg_05,54.66
rubric_assisted,DEMO_CASE_008,Q11,cfg_06,88.74
rubric_assisted,DEMO_CASE_008,Q12,cfg_01,83.35
rubric_assisted,DEMO_CASE_008,Q12,cfg_02,54.71
rubric_assisted,DEMO_CASE_008,Q12,cfg_03,40.89
rubric_assisted,DEMO_CASE_008,Q12,cfg_04,83.4
rubric_assisted,DEMO_CASE_008,Q12,cfg_05,83.69
rubric_assisted,DEMO_CASE_008,Q12,cfg_06,64.74
rubric_assisted,DEMO_CASE_008,Q13,cfg_01,69.22
rubric_assisted,DEMO_CASE_008,Q13,cfg_02,47.21
rubric_assisted,DEMO_CASE_008,Q13,cfg_03,60.31
rubric_assisted,DEMO_CASE_008,Q13,cfg_04,80.17
rubric_assisted,DEMO_CASE_008,Q13,cfg_05,57.67
rubric_assisted,DEMO_CASE_008,Q13,cfg_06,77.08
rubric_assisted,DEMO_CASE_008,Q14,cfg_01,80.63
rubric_assisted,DEMO_CASE_008,Q14,cfg_02,86.29
rubric_assisted,DEMO_CASE_008,Q14,cfg_03,56.65
rubric_assisted,DEMO_CASE_008,Q14,cfg_04,67.74
rubric_assisted,DEMO_CASE_008,Q14,cfg_05,82.42
rubric_assisted,DEMO_CASE_008,Q14,cfg_06,44.84
rubric_assisted,DEMO_CASE_008,Q15,cfg_01,60.81
rubric_assisted,DEMO_CASE_008,Q15,cfg_02,79.13
rubric_assisted,DEMO_CASE_008,Q15,cfg_03,59.25
rubric_assisted,DEMO_CASE_008,Q15,cfg_04,62.71
rubric_assisted,DEMO_CASE_008,Q15,cfg_05,58.11
rubric_assisted,DEMO_CASE_008,Q15,cfg_06,53.19
rubric_assisted,DEMO_CASE_009,Q1,cfg_01,47.29
rubric_assisted,DEMO_CASE_009,Q1,cfg_02,56.1
rubric_assisted,DEMO_CASE_009,Q1,cfg_03,48.95
rubric_assisted,DEMO_CASE_009,Q1,cfg_04,67.15
rubric_assisted,DEMO_CASE_009,Q1,cfg_05,47.05
rubric_assisted,DEMO_CASE_009,Q1,cfg_06,61.8
rubric_assisted,DEMO_CASE_009,Q2,cfg_01,68.36
rubric_assisted,DEMO_CASE_009,Q2,cfg_02,67.12
rubric_assisted,DEMO_CASE_009,Q2,cfg_03,67.48
rubric_assisted,DEMO_CASE_009,Q2,cfg_04,46.29
rubric_assisted,DEMO_CASE_009,Q2,cfg_05,48.09
rubric_assisted,DEMO_CASE_009,Q2,cfg_06,46.81
rubric_assisted,DEMO_CASE_009,Q3,cfg_01,61.59
rubric_assisted,DEMO_CASE_009,Q3,cfg_02,65.32
rubric_assisted,DEMO_CASE_009,Q3,cfg_03,38.91
rubric_assisted,DEMO_CASE_009,Q3,cfg_04,54.99
rubric_assisted,DEMO_CASE_009,Q3,cfg_05,56.64
rubric_assisted,DEMO_CASE_009,Q3,cfg_06,81.54
rubric_assisted,DEMO_CASE_009,Q4,cfg_01,83.53
rubric_assisted,DEMO_CASE_009,Q4,cfg_02,65.09
rubric_assisted,DEMO_CASE_009,Q4,cfg_03,75.7
rubric_assisted,DEMO_CASE_009,Q4,cfg_04,67.52
rubric_assisted,DEMO_CASE_009,Q4,cfg_05,86.15
rubric_assisted,DEMO_CASE_009,Q4,cfg_06,82.27
rubric_assisted,DEMO_CASE_009,Q5,cfg_01,81.73
rubric_assisted,DEMO_CASE_009,Q5,cfg_02,67.36
rubric_assisted,DEMO_CASE_009,Q5,cfg_03,73.31
rubric_assisted,DEMO_CASE_009,Q5,cfg_04,50.05
rubric_assisted,DEMO_CASE_009,Q5,cfg_05,39.8
rubric_assisted,DEMO_CASE_009,Q5,cfg_06,51.74
rubric_assisted,DEMO_CASE_009,Q6,cfg_01,78.53
rubric_assisted,DEMO_CASE_009,Q6,cfg_02,55.42
rubric_assisted,DEMO_CASE_009,Q6,cfg_03,42.7
rubric_assisted,DEMO_CASE_009,Q6,cfg_04,44.75
rubric_assisted,DEMO_CASE_009,Q6,cfg_05,62.57
rubric_assisted,DEMO_CASE_009,Q6,cfg_06,82.03
rubric_assisted,DEMO_CASE_009,Q7,cfg_01,44.33
rubric_assisted,DEMO_CASE_009,Q7,cfg_02,64.37
rubric_assisted,DEMO_CASE_009,Q7,cfg_03,50.82
rubric_assisted,DEMO_CASE_009,Q7,cfg_04,69.59
rubric_assisted,DEMO_CASE_009,Q7,cfg_05,66.08
rubric_assisted,DEMO_CASE_009,Q7,cfg_06,68.79
rubric_assisted,DEMO_CASE_009,Q8,cfg_01,66.65
rubric_assisted,DEMO_CASE_009,Q8,cfg_02,80.6
rubric_assisted,DEMO_CASE_009,Q8,cfg_03,77.15
rubric_assisted,DEMO_CASE_009,Q8,cfg_04,81.73
rubric_assisted,DEMO_CASE_009,Q8,cfg_05,87.61
rubric_assisted,DEMO_CASE_009,Q8,cfg_06,78.89
rubric_assisted,DEMO_CASE_009,Q9,cfg_01,85.81
rubric_assisted,DEMO_CASE_009,Q9,cfg_02,61.78
rubric_assisted,DEMO_CASE_009,Q9,cfg_03,78.95
rubric_assisted,DEMO_CASE_009,Q9,cfg_04,64.12
rubric_assisted,DEMO_CASE_009,Q9,cfg_05,50.15
rubric_assisted,DEMO_CASE_009,Q9,cfg_06,82.23
rubric_assisted,DEMO_CASE_009,Q10,cfg_01,52.86
rubric_assisted,DEMO_CASE_009,Q10,cfg_02,49.89
rubric_assisted,DEMO_CASE_009,Q10,cfg_03,73.55
rubric_assisted,DEMO_CASE_009,Q10,cfg_04,40.81
rubric_assisted,DEMO_CASE_009,Q10,cfg_05,83.45
rubric_assisted,DEMO_CASE_009,Q10,cfg_06,77.56
rubric_assisted,DEMO_CASE_009,Q11,cfg_01,82.19
rubric_assisted,DEMO_CASE_009,Q11,cfg_02,80.37
rubric_assisted,DEMO_CASE_009,Q11,cfg_03,80.35
rubric_assisted,DEMO_CASE_009,Q11,cfg_04,73.76
rubric_assisted,DEMO_CASE_009,Q11,cfg_05,81.32
rubric_assisted,DEMO_CASE_009,Q11,cfg_06,65.03
rubric_assisted,DEMO_CASE_009,Q12,cfg_01,59.95
rubric_assisted,DEMO_CASE_009,Q12,cfg_02,42.64
rubric_assisted,DEMO_CASE_009,Q12,cfg_03,47.82
rubric_assisted,DEMO_CASE_009,Q12,cfg_04,63.71
rubric_assisted,DEMO_CASE_009,Q12,cfg_05,51.2
rubric_assisted,DEMO_CASE_009,Q12,cfg_06,48.82
rubric_assisted,DEMO_CASE_009,Q13,cfg_01,43.98
rubric_assisted,DEMO_CASE_009,Q13,cfg_02,48.94
rubric_assisted,DEMO_CASE_009,Q13,cfg_03,56.54
rubric_assisted,DEMO_CASE_009,Q13,cfg_04,52.16
rubric_assisted,DEMO_CASE_009,Q13,cfg_05,70.11
rubric_assisted,DEMO_CASE_009,Q13,cfg_06,49.96
rubric_assisted,DEMO_CASE_009,Q14,cfg_01,71.1
rubric_assisted,DEMO_CASE_009,Q14,cfg_02,59.33
rubric_assisted,DEMO_CASE_009,Q14,cfg_03,46.58
rubric_assisted,DEMO_CASE_009,Q14,cfg_04,90.26
rubric_assisted,DEMO_CASE_009,Q14,cfg_05,78.16
rubric_assisted,DEMO_CASE_009,Q14,cfg_06,63.44
rubric_assisted,DEMO_CASE_009,Q15,cfg_01,83.15
rubric_assisted,DEMO_CASE_009,Q15,cfg_02,53.0
rubric_assisted,DEMO_CASE_009,Q15,cfg_03,50.09
rubric_assisted,DEMO_CASE_009,Q15,cfg_04,42.48
rubric_assisted,DEMO_CASE_009,Q15,cfg_05,84.01
rubric_assisted,DEMO_CASE_009,Q15,cfg_06,81.5
rubric_assisted,DEMO_CASE_010,Q1,cfg_01,54.82
rubric_assisted,DEMO_CASE_010,Q1,cfg_02,77.35
rubric_assisted,DEMO_CASE_010,Q1,cfg_03,84.53
rubric_assisted,DEMO_CASE_010,Q1,cfg_04,64.65
rubric_assisted,DEMO_CASE_010,Q1,cfg_05,66.27
rubric_assisted,DEMO_CASE_010,Q1,cfg_06,48.39
rubric_assisted,DEMO_CASE_010,Q2,cfg_01,46.6
rubric_assisted,DEMO_CASE_010,Q2,cfg_02,56.44
rubric_assisted,DEMO_CASE_010,Q2,cfg_03,72.31
rubric_assisted,DEMO_CASE_010,Q2,cfg_04,73.26
rubric_assisted,DEMO_CASE_010,Q2,cfg_05,77.26
rubric_assisted,DEMO_CASE_010,Q2,cfg_06,52.44
rubric_assisted,DEMO_CASE_010,Q3,cfg_01,82.18
rubric_assisted,DEMO_CASE_010,Q3,cfg_02,50.28
rubric_assisted,DEMO_CASE_010,Q3,cfg_03,56.45
rubric_assisted,DEMO_CASE_010,Q3,cfg_04,38.69
rubric_assisted,DEMO_CASE_010,Q3,cfg_05,49.56
rubric_assisted,DEMO_CASE_010,Q3,cfg_06,78.21
rubric_assisted,DEMO_CASE_010,Q4,cfg_01,49.62
rubric_assisted,DEMO_CASE_010,Q4,cfg_02,66.76
rubric_assisted,DEMO_CASE_010,Q4,cfg_03,81.05
rubric_assisted,DEMO_CASE_010,Q4,cfg_04,71.27
rubric_assisted,DEMO_CASE_010,Q4,cfg_05,51.2
rubric_assisted,DEMO_CASE_010,Q4,cfg_06,72.23
rubric_assisted,DEMO_CASE_010,Q5,cfg_01,81.92
rubric_assisted,DEMO_CASE_010,Q5,cfg_02,58.58
rubric_assisted,DEMO_CASE_010,Q5,cfg_03,41.77
rubric_assisted,DEMO_CASE_010,Q5,cfg_04,62.14
rubric_assisted,DEMO_CASE_010,Q5,cfg_05,43.07
rubric_assisted,DEMO_CASE_010,Q5,cfg_06,79.1
rubric_assisted,DEMO_CASE_010,Q6,cfg_01,80.59
rubric_assisted,DEMO_CASE_010,Q6,cfg_02,80.0
rubric_assisted,DEMO_CASE_010,Q6,cfg_03,46.62
rubric_assisted,DEMO_CASE_010,Q6,cfg_04,82.46
rubric_assisted,DEMO_CASE_010,Q6,cfg_05,76.76
rubric_assisted,DEMO_CASE_010,Q6,cfg_06,62.47
rubric_assisted,DEMO_CASE_010,Q7,cfg_01,67.59
rubric_assisted,DEMO_CASE_010,Q7,cfg_02,85.37
rubric_assisted,DEMO_CASE_010,Q7,cfg_03,73.9
rubric_assisted,DEMO_CASE_010,Q7,cfg_04,56.57
rubric_assisted,DEMO_CASE_010,Q7,cfg_05,67.49
rubric_assisted,DEMO_CASE_010,Q7,cfg_06,77.45
rubric_assisted,DEMO_CASE_010,Q8,cfg_01,51.07
rubric_assisted,DEMO_CASE_010,Q8,cfg_02,67.02
rubric_assisted,DEMO_CASE_010,Q8,cfg_03,52.34
rubric_assisted,DEMO_CASE_010,Q8,cfg_04,75.81
rubric_assisted,DEMO_CASE_010,Q8,cfg_05,63.56
rubric_assisted,DEMO_CASE_010,Q8,cfg_06,53.32
rubric_assisted,DEMO_CASE_010,Q9,cfg_01,52.88
rubric_assisted,DEMO_CASE_010,Q9,cfg_02,49.21
rubric_assisted,DEMO_CASE_010,Q9,cfg_03,43.93
rubric_assisted,DEMO_CASE_010,Q9,cfg_04,76.92
rubric_assisted,DEMO_CASE_010,Q9,cfg_05,67.37
rubric_assisted,DEMO_CASE_010,Q9,cfg_06,63.77
rubric_assisted,DEMO_CASE_010,Q10,cfg_01,79.93
rubric_assisted,DEMO_CASE_010,Q10,cfg_02,64.83
rubric_assisted,DEMO_CASE_010,Q10,cfg_03,54.54
rubric_assisted,DEMO_CASE_010,Q10,cfg_04,81.09
rubric_assisted,DEMO_CASE_010,Q10,cfg_05,41.27
rubric_assisted,DEMO_CASE_010,Q10,cfg_06,41.0
rubric_assisted,DEMO_CASE_010,Q11,cfg_01,87.25
rubric_assisted,DEMO_CASE_010,Q11,cfg_02,60.71
rubric_assisted,DEMO_CASE_010,Q11,cfg_03,53.15
rubric_assisted,DEMO_CASE_010,Q11,cfg_04,66.76
rubric_assisted,DEMO_CASE_010,Q11,cfg_05,85.64
rubric_assisted,DEMO_CASE_010,Q11,cfg_06,74.14
rubric_assisted,DEMO_CASE_010,Q12,cfg_01,65.76
rubric_assisted,DEMO_CASE_010,Q12,cfg_02,84.26
rubric_assisted,DEMO_CASE_010,Q12,cfg_03,65.27
rubric_assisted,DEMO_CASE_010,Q12,cfg_04,60.72
rubric_assisted,DEMO_CASE_010,Q12,cfg_05,84.42
rubric_assisted,DEMO_CASE_010,Q12,cfg_06,62.13
rubric_assisted,DEMO_CASE_010,Q13,cfg_01,90.44
rubric_assisted,DEMO_CASE_010,Q13,cfg_02,56.72
rubric_assisted,DEMO_CASE_010,Q13,cfg_03,58.59
rubric_assisted,DEMO_CASE_010,Q13,cfg_04,47.32
rubric_assisted,DEMO_CASE_010,Q13,cfg_05,75.61
rubric_assisted,DEMO_CASE_010,Q13,cfg_06,75.2
rubric_assisted,DEMO_CASE_010,Q14,cfg_01,75.49
rubric_assisted,DEMO_CASE_010,Q14,cfg_02,69.52
rubric_assisted,DEMO_CASE_010,Q14,cfg_03,61.72
rubric_assisted,DEMO_CASE_010,Q14,cfg_04,57.14
rubric_assisted,DEMO_CASE_010,Q14,cfg_05,49.43
rubric_assisted,DEMO_CASE_010,Q14,cfg_06,84.17
rubric_assisted,DEMO_CASE_010,Q15,cfg_01,54.6
rubric_assisted,DEMO_CASE_010,Q15,cfg_02,51.53
rubric_assisted,DEMO_CASE_010,Q15,cfg_03,42.87
rubric_assisted,DEMO_CASE_010,Q15,cfg_04,64.63
rubric_assisted,DEMO_CASE_010,Q15,cfg_05,73.98
rubric_assisted,DEMO_CASE_010,Q15,cfg_06,42.74
